    020002BJ9 026874DS3 081437AT2 097023CJ2 13645RAD6 13645RBF0 14448CBC7 15135BAW1 21871XAS8 24422EWZ8 24422EXP9 314353AA1 36166NAK9 438516CM6 443201AC2 444859BR2 444859BV3 444859BY7 444859CA8 45687VAB2 539830CD9 540424AT5 56501RAN6 655844CR7 655844CT3 75513EAD3 759351AP4 760759BA7 760759BC3 907818FX1 91324PEJ7 slack_Sx_0 slack_Sx_1 slack_Sx_2 slack_Sy_0 slack_Sy_1 slack_Sy_2 slack_Sy_3         energy num_oc.
862         0         0         0         0         0         1         0         0         0         0         1         1         1         1         0         0         0         0         0         0         0         0         1         0         1         1         1         0         0         0         0          0          0          0          0          0          0          0   -750563.0625       1
57          0         1         1         1         0         0         0         0         0         0         1         0         0         0         0         0         0         0         0         0         1         0         1         1         1         0         0         0         0         0         0          0          0          0          1          0          0          0   -750297.9375       1
846         1         1         0         0         0         0         0         0         0         0         0         1         0         0         1         0         0         0         1         0         0         0         1         0         1         0         0         1         0         0         0          0          0          0          1          0          0          0   -750218.8125       1
220         0         0         0         0         0         1         0         0         0         1         0         0         0         1         1         1         0         0         1         0         1         0         0         0         0         0         1         0         0         0         0          0          0          0          1          0          0          0    -750086.875       1
166         0         0         0         0         1         0         1         0         1         1         0         0         0         1         1         0         1         0         0         0         0         0         0         1         1         0         0         0         0         0         0          0          0          0          0          0          0          0  -749901.46875       1
349         0         1         1         0         0         0         0         0         0         1         0         0         0         0         1         0         0         1         0         1         0         0         0         0         0         0         0         1         1         0         0          0          0          0          1          0          0          0   -748087.8125       1
73          0         1         0         0         0         0         0         0         0         1         0         0         0         1         1         0         0         1         0         0         0         0         0         0         0         0         1         1         1         0         1          0          0          0          0          0          0          0      -748055.5       1
572         0         1         0         0         0         0         0         0         1         1         0         0         0         0         0         0         0         0         0         0         1         1         1         1         0         0         1         1         0         0         0          0          0          0          0          0          0          0   -747749.4375       1
240         0         0         1         1         0         0         1         0         0         0         1         0         0         0         0         0         0         0         0         1         1         0         0         1         0         1         0         0         0         0         1          0          0          0          0          0          0          0      -747243.5       1
700         0         1         0         0         0         0         0         0         0         1         0         1         0         1         0         0         0         0         0         0         0         0         1         0         0         1         1         0         0         0         0          0          0          0          0          0          0          1    -746232.125       1
350         1         1         0         0         0         1         0         0         0         0         1         0         1         0         0         0         0         0         1         1         0         0         0         0         1         0         0         0         1         0         0          0          0          0          0          0          0          0   -745888.5625       1
938         0         1         0         0         0         1         0         0         0         1         0         0         0         1         0         0         0         0         0         0         0         0         0         1         1         0         0         1         0         0         1          0          0          0          1          0          0          0    -745729.375       1
24          0         0         1         0         0         1         1         0         0         0         1         1         0         0         0         0         1         0         0         0         1         0         1         0         0         0         0         1         0         0         0          0          0          0          0          0          0          0    -745393.125       1
418         0         1         0         0         1         0         0         0         0         0         0         1         0         0         1         1         0         0         0         0         1         0         0         1         1         0         0         0         0         0         1          0          0          0          0          0          0          0   -745359.6875       1
152         1         0         1         0         0         0         0         0         0         1         0         0         1         0         0         0         0         1         0         0         0         1         0         0         0         1         1         1         0         0         0          0          0          0          0          0          0          0     -744914.25       1
581         0         0         0         0         1         0         1         0         0         1         0         0         0         1         1         0         0         1         1         0         0         0         0         1         0         1         0         0         0         0         0          0          0          0          0          0          0          0    -744368.625       1
480         1         1         0         0         1         0         0         0         0         0         0         1         0         1         0         0         0         0         0         1         0         1         0         0         0         0         1         0         1         0         0          0          0          0          0          0          0          0      -744026.0       1
809         0         1         1         0         0         1         0         0         0         0         1         0         0         0         1         1         0         0         0         0         0         0         0         1         0         0         0         1         0         0         1          0          0          0          0          0          0          0      -743735.5       1
748         0         0         1         0         0         0         1         0         1         1         0         0         0         0         0         1         0         0         0         0         1         0         0         0         0         0         0         1         1         0         1          0          0          0          0          0          0          0      -743502.5       1
661         0         0         0         0         1         0         0         0         0         1         0         1         1         0         1         0         1         0         0         0         1         1         0         0         0         1         0         0         0         0         0          0          0          0          0          0          0          0    -743022.125       1
399         0         0         0         1         1         1         1         0         0         0         0         1         0         0         0         0         0         0         0         0         1         1         0         0         0         0         0         0         1         0         0          0          0          0          1          0          0          0   -742893.1875       1
963         1         0         1         1         0         0         0         0         1         0         1         0         0         0         0         0         0         0         1         0         0         0         0         1         0         0         0         1         1         0         0          0          0          0          0          0          0          0   -742815.9375       1
881         1         1         1         0         0         0         1         0         0         0         0         1         0         0         1         0         0         1         0         0         0         0         0         0         0         0         0         0         0         0         0          0          0          0          0          1          0          0  -742668.59375       1
188         0         1         0         1         0         0         1         0         0         0         0         0         1         1         0         0         0         1         0         0         0         0         1         0         0         0         0         1         0         0         0          0          0          0          1          0          0          0    -741426.875       1
797         1         0         1         0         0         0         0         0         0         1         0         0         0         0         0         0         0         1         1         0         0         1         1         0         0         0         1         0         0         0         1          0          0          0          0          0          0          0   -740847.4375       1
631         0         0         0         1         0         0         0         0         1         0         1         0         1         0         0         1         0         0         1         0         1         0         1         1         0         0         0         0         0         0         0          0          0          0          0          0          0          0   -740630.3125       1
860         1         0         0         0         0         1         1         0         1         1         1         0         0         0         0         0         0         0         0         0         1         0         0         0         0         0         0         0         0         0         0          0          0          0          0          1          0          0     -740476.75       1
210         1         1         0         1         0         0         0         0         1         0         0         0         1         1         0         0         0         0         0         0         0         0         0         0         0         0         0         1         1         0         0          0          0          0          1          0          0          0   -740265.8125       1
64          1         0         1         0         0         0         0         0         0         1         1         0         0         0         0         1         0         0         0         0         0         0         1         1         0         0         1         0         0         0         0          0          0          0          1          0          0          0   -740200.9375       1
978         1         0         0         0         0         1         0         0         1         0         0         1         0         0         1         0         1         0         0         0         0         1         0         0         1         0         1         0         0         0         0          0          0          0          0          0          0          0      -739774.0       1
239         0         1         1         0         0         0         1         0         0         0         0         1         1         0         0         0         0         0         0         0         1         1         1         0         0         0         0         0         1         0         0          0          0          0          0          0          0          0      -739582.5       1
55          0         0         0         1         0         0         1         0         0         0         1         0         0         0         0         0         0         1         0         1         0         0         1         1         1         1         0         0         0         0         0          0          0          0          0          0          0          0   -737883.1875       1
746         0         0         1         0         0         1         1         0         0         0         0         0         1         0         1         1         0         0         0         0         0         0         1         0         1         0         0         0         0         0         1          0          0          0          0          0          0          0     -737074.25       1
826         1         0         0         0         1         1         0         0         1         0         0         0         0         0         1         0         0         0         0         1         0         0         1         0         0         0         0         1         0         1         0          0          0          0          0          0          0          0   -736909.9375       1
925         0         0         0         1         0         1         0         0         0         0         1         0         1         0         0         0         0         0         1         0         0         0         0         1         1         0         1         0         1         0         0          0          0          0          0          0          0          0   -736307.1875       1
178         1         0         1         0         0         0         0         0         0         1         0         0         0         0         0         0         1         0         1         1         1         0         0         0         0         1         1         0         0         0         0          0          0          0          0          0          0          0    -736271.875       1
615         1         1         1         0         0         0         1         0         0         0         0         0         0         0         1         0         0         0         0         1         1         1         0         1         0         0         0         0         0         0         0          0          0          0          0          0          0          0   -735606.4375       1
242         0         0         0         1         0         0         0         0         0         0         0         1         0         1         0         0         1         0         1         0         0         1         0         0         0         0         1         0         0         1         1          0          0          0          0          0          0          0   -735476.0625       1
852         0         1         0         0         0         0         0         0         0         1         1         0         1         1         0         0         1         0         0         0         0         1         0         1         1         0         0         0         0         0         0          0          0          0          0          0          0          0   -735430.4375       1
191         0         0         1         0         0         0         0         0         1         0         0         1         0         0         0         1         1         0         0         1         0         0         1         0         0         0         1         0         0         1         0          0          0          0          0          0          0          0   -735274.4375       1
430         0         0         1         0         1         0         0         0         0         0         0         1         0         1         0         1         0         0         1         0         0         0         0         1         0         0         0         1         0         1         0          0          0          0          0          0          0          0   -734594.4375       1
867         1         0         0         1         0         0         0         0         1         0         1         0         1         0         0         0         0         0         1         0         0         1         1         0         0         0         0         0         0         0         1          0          0          0          0          0          0          0   -733414.6875       1
271         0         0         0         1         1         1         0         0         0         0         1         0         0         0         1         0         0         0         0         0         0         0         0         1         0         0         0         1         1         1         0          0          0          0          0          0          0          0   -732556.6875       1
764         1         0         0         1         1         1         0         0         1         0         1         0         0         0         0         0         0         1         0         0         0         1         0         0         0         0         0         0         0         0         0          0          0          0          1          0          0          0   -731954.3125       1
791         0         0         0         0         0         1         1         0         0         0         0         1         0         0         0         1         0         0         0         1         0         0         1         0         0         0         0         1         0         1         0          0          0          0          1          0          0          0   -730719.3125       1
903         1         0         0         0         1         0         1         0         1         0         0         1         0         0         0         0         0         1         0         1         0         0         0         1         0         0         0         0         1         0         0          0          0          0          0          0          0          0   -730544.8125       1
17          0         0         0         0         0         1         0         0         0         1         1         0         0         1         0         0         0         0         1         0         1         0         0         0         0         0         1         1         0         0         0          0          0          0          1          0          0          0   -729996.6875       1
218         0         0         0         1         0         1         0         0         0         0         0         1         0         0         0         0         0         1         0         1         1         0         0         0         0         0         0         0         0         0         1          0          0          0          0          1          0          0   -729954.0625       1
457         1         0         0         1         0         0         0         0         0         0         0         0         0         0         0         1         0         1         0         1         1         1         0         0         0         0         1         1         0         0         0          0          0          0          0          0          0          0     -729822.75       1
644         0         1         0         1         0         1         0         0         0         0         0         0         0         1         0         1         1         0         0         0         0         1         0         1         0         1         0         0         0         0         0          0          0          0          0          0          0          0     -729068.75       1
723         1         1         0         0         0         1         1         0         0         0         0         0         0         1         0         0         0         1         1         0         0         1         0         0         0         0         1         0         0         0         0          0          0          0          0          0          0          0    -728960.125       1
199         0         0         0         0         0         1         0         0         0         1         1         0         0         1         1         0         0         0         0         1         0         1         0         0         0         0         0         1         0         0         0          0          0          0          1          0          0          0   -728187.0625       1
182         1         0         0         0         0         0         0         0         0         0         1         1         0         1         1         0         0         1         0         1         0         1         0         1         0         0         0         0         0         0         0          0          0          0          0          0          0          0   -727691.3125       1
135         0         0         0         0         0         1         0         0         0         1         0         1         0         1         0         0         1         0         0         0         0         0         0         1         0         0         0         1         0         0         1          0          0          0          1          0          0          0   -727630.5625       1
929         0         0         0         1         0         0         0         0         0         0         1         1         0         1         0         0         1         0         0         0         1         1         0         1         0         0         0         1         0         0         0          0          0          0          0          0          0          0     -726858.25       1
162         0         0         1         0         0         1         0         0         0         0         1         1         0         1         0         0         0         1         0         1         0         0         0         1         0         0         0         0         0         0         0          0          0          0          1          0          0          0   -726251.9375       1
732         0         0         0         0         1         1         0         0         0         0         1         1         1         1         0         0         1         1         0         0         0         0         0         0         1         0         0         0         0         0         0          0          0          0          0          0          0          0   -725748.1875       1
830         0         0         1         0         1         1         0         0         1         0         0         1         0         1         0         1         1         0         0         0         0         0         0         0         0         0         0         0         1         0         0          0          0          0          0          0          0          0   -725583.6875       1
32          0         0         1         0         0         0         0         0         1         0         0         1         0         0         0         1         0         0         0         1         0         0         0         0         1         0         1         1         0         0         0          0          0          0          1          0          0          0    -723868.125       1
750         0         0         1         0         1         0         0         0         0         0         0         1         1         0         0         0         0         0         1         0         0         0         1         1         1         0         0         0         0         1         0          0          0          0          0          0          0          0    -723563.625       1
523         0         0         1         0         0         0         0         0         1         0         0         1         0         1         0         0         0         0         0         1         0         0         0         1         0         1         0         1         0         0         1          0          0          0          0          0          0          0   -722168.3125       1
503         0         0         0         1         0         0         0         0         0         0         0         1         1         1         1         0         1         0         0         0         0         0         0         1         0         1         0         0         1         0         0          0          0          0          0          0          0          0   -722025.8125       1
485         0         0         0         1         0         1         0         0         0         0         1         0         1         0         1         0         0         0         0         0         1         1         0         0         0         0         1         0         1         0         0          0          0          0          0          0          0          0   -721802.0625       1
694         0         0         0         0         0         0         0         1         0         0         0         0         0         0         0         0         1         1         0         0         1         0         0         1         1         0         0         0         0         1         0          0          0          0          0          0          0          1    -719606.625       1
871         1         0         0         0         0         0         0         0         1         1         1         0         0         0         0         0         1         0         0         0         1         0         1         0         0         0         1         1         0         0         0          0          0          0          0          0          0          0    -719401.375       1
105         0         0         0         0         0         0         1         0         0         0         0         1         0         1         0         1         0         0         0         1         1         0         0         0         0         1         1         0         0         0         1          0          0          0          0          0          0          0   -718752.6875       1
205         1         0         0         0         0         1         0         0         1         0         0         0         0         1         0         1         0         0         0         0         0         0         1         0         0         0         1         0         0         1         1          0          0          0          0          0          0          0    -718655.125       1
913         0         0         0         1         0         0         1         0         1         0         0         0         0         0         0         1         0         0         0         0         1         0         1         0         1         0         1         0         0         0         0          0          0          0          1          0          0          0   -718587.5625       1
223         0         1         1         0         0         1         0         0         1         0         0         0         0         0         1         0         1         0         0         0         0         0         0         1         1         0         0         1         0         0         0          0          0          0          0          0          0          0   -717457.6875       1
651         0         1         1         0         0         1         0         0         0         0         1         0         0         1         0         0         0         0         0         0         1         1         0         1         0         0         0         0         0         1         0          0          0          0          0          0          0          0    -717433.875       1
766         0         0         1         0         0         0         1         0         0         1         0         0         1         1         0         0         1         1         0         0         0         0         0         0         0         1         1         0         0         0         0          0          0          0          0          0          0          0  -717351.59375       1
532         1         1         0         0         0         0         1         0         1         0         0         0         0         1         1         0         0         0         0         0         0         1         1         1         0         0         0         0         0         0         0          0          0          0          0          0          0          0   -716802.6875       1
977         0         0         0         0         1         1         1         0         0         0         0         0         1         1         1         0         0         1         1         0         0         0         0         0         0         0         0         0         0         1         0          0          0          0          0          0          0          0   -716233.5625       1
394         0         1         0         0         0         0         0         0         1         1         0         0         1         1         0         0         0         0         1         0         0         0         0         0         0         0         1         0         0         0         0          0          0          0          0          1          0          0   -715570.5625       1
143         0         0         1         0         1         0         1         0         1         0         1         0         0         0         0         0         0         0         0         1         0         0         1         0         0         0         1         0         0         1         0          0          0          0          0          0          0          0   -715242.0625       1
609         1         0         0         0         0         0         1         0         0         1         0         0         0         0         0         0         0         1         1         0         1         0         0         1         0         0         1         0         1         0         0          0          0          0          0          0          0          0     -714966.25       1
967         1         0         1         0         0         0         1         0         0         1         0         0         0         0         0         0         0         0         1         0         0         1         0         0         0         0         1         0         0         0         1          0          0          0          1          0          0          0   -714618.9375       1
387         0         0         0         0         0         1         0         0         0         1         0         0         0         1         1         1         0         0         0         0         0         0         0         0         0         0         0         1         1         1         0          0          0          0          1          0          0          0   -713989.3125       1
406         0         0         0         0         0         1         0         0         0         1         0         1         1         0         0         0         0         0         0         0         1         0         0         1         1         0         0         0         0         0         0          0          0          1          0          0          0          1      -713406.5       1
519         0         0         0         1         0         0         1         0         0         0         0         0         1         1         0         0         0         0         1         0         1         0         0         0         1         0         1         0         0         0         0          0          0          0          1          0          0          0      -712409.0       1
117         0         0         0         0         0         1         1         0         0         1         1         0         0         1         0         0         0         0         0         0         0         1         1         0         0         0         0         0         0         0         1          0          0          0          1          0          0          0     -712259.75       1
515         1         0         1         0         0         0         1         0         0         0         0         0         0         0         1         1         0         0         0         0         1         0         1         1         1         0         0         0         0         0         0          0          0          0          0          0          0          0   -712059.8125       1
911         0         0         0         0         0         0         0         0         1         1         0         0         0         0         0         1         0         1         1         1         0         0         1         0         0         0         1         0         0         0         0          0          0          0          1          0          0          0   -711307.3125       1
752         0         0         1         0         0         0         1         0         0         0         0         1         0         0         0         0         0         0         0         1         0         0         1         1         0         1         0         1         0         0         1          0          0          0          0          0          0          0      -711261.0       1
692         0         0         1         1         0         0         1         0         0         0         1         0         1         0         0         0         1         0         0         0         1         0         1         0         0         0         0         1         0         0         0          0          0          0          0          0          0          0      -710874.0       1
396         1         0         0         1         0         1         0         0         0         0         0         0         0         0         0         0         0         0         1         0         0         0         0         1         0         1         0         0         1         1         1          0          0          0          0          0          0          0    -710043.125       1
195         1         0         0         1         1         0         0         0         1         0         0         0         0         0         1         0         0         1         0         0         1         0         0         1         0         0         0         0         0         0         0          0          0          0          1          0          0          0      -709768.5       1
198         0         0         0         0         0         0         0         0         0         1         0         0         0         1         1         0         1         0         1         0         1         0         0         0         1         0         0         0         0         1         1          0          0          0          0          0          0          0   -708980.8125       1
428         0         1         0         0         0         0         1         0         1         1         0         0         1         0         0         0         0         0         0         0         1         0         0         1         0         0         0         0         0         0         0          0          0          0          0          0          0          1   -708924.6875       1
935         0         0         0         1         1         1         0         0         1         0         0         0         0         0         0         0         1         0         0         0         0         1         1         0         1         0         1         0         0         0         0          0          0          0          0          0          0          0    -708726.125       1
553         1         0         0         0         0         1         0         0         0         1         0         0         1         0         0         0         0         0         1         1         0         0         0         0         0         0         1         0         0         0         0          0          0          0          0          0          0          1     -708257.75       1
891         0         0         0         0         1         0         0         0         1         1         1         0         1         1         0         0         0         0         0         0         0         0         0         1         0         0         1         0         0         0         0          0          0          0          1          0          0          0   -707816.9375       1
320         0         0         0         1         1         0         1         0         0         0         0         0         1         0         0         1         0         0         0         1         0         1         1         0         0         0         0         0         1         0         0          0          0          0          0          0          0          0    -707338.125       1
831         1         0         0         0         0         0         0         0         0         1         1         0         0         0         0         1         1         0         0         1         0         0         0         1         1         0         0         0         1         0         0          0          0          0          0          0          0          0     -707086.75       1
556         1         0         0         1         0         0         0         0         0         0         0         0         0         0         1         1         1         1         0         0         1         0         0         0         1         1         0         0         0         0         0          0          0          0          0          0          0          0   -706397.9375       1
933         1         0         0         0         0         1         1         0         0         0         0         1         0         0         1         0         0         1         0         0         0         1         0         0         0         0         0         0         0         0         1          0          0          0          1          0          0          0   -705902.0625       1
13          1         0         0         1         0         0         1         0         1         0         1         0         0         0         0         0         0         0         1         0         0         1         0         0         0         0         1         0         0         0         0          0          0          0          1          0          0          0   -705844.1875       1
530         1         0         0         0         0         1         1         0         0         1         0         0         0         0         1         0         0         1         0         0         0         0         0         0         0         1         0         0         0         0         0          0          0          0          0          1          0          0   -705677.8125       1
514         0         1         0         0         1         1         0         0         0         0         0         0         0         0         1         0         0         0         0         1         0         0         0         0         1         0         1         0         1         1         0          0          0          0          0          0          0          0   -704515.3125       1
169         1         1         0         0         0         0         0         0         0         0         1         0         0         0         1         1         0         0         1         1         0         0         0         0         0         0         1         0         1         0         0          0          0          0          0          0          0          0   -703288.1875       1
787         0         0         0         0         0         0         0         0         0         0         0         1         1         1         1         0         0         0         0         1         1         0         1         0         0         1         0         0         0         0         1          0          0          0          0          0          0          0   -703046.3125       1
214         0         1         1         0         0         1         0         0         0         0         1         0         1         0         0         1         0         1         0         0         0         0         0         0         0         0         0         0         1         0         1          0          0          0          0          0          0          0   -702697.3125       1
953         0         0         1         0         1         1         1         0         0         0         0         0         0         0         0         1         0         0         0         0         0         0         1         1         1         0         0         0         0         1         0          0          0          0          0          0          0          0    -702319.875       1
636         0         0         1         0         0         1         1         0         0         1         0         0         0         0         1         0         0         0         0         1         0         1         0         0         0         0         0         0         0         0         0          0          0          0          0          0          0          1   -702257.6875       1
708         0         0         0         1         0         0         0         0         0         0         0         0         0         0         0         1         0         1         0         0         1         0         0         0         1         1         0         1         0         1         1          0          0          0          0          0          0          0   -701479.6875       1
335         0         1         1         0         0         0         0         0         0         1         0         0         0         0         0         1         0         0         0         0         1         0         0         0         0         0         0         0         0         1         1          0          0          0          0          1          0          0    -700766.375       1
607         0         1         0         0         0         0         0         0         0         0         0         1         1         0         0         0         0         0         0         0         0         1         0         1         1         1         1         0         0         1         0          0          0          0          0          0          0          0   -700430.6875       1
677         0         1         0         1         0         0         0         0         1         0         1         0         1         0         1         0         1         0         0         0         0         0         0         0         0         0         0         0         0         0         1          0          0          0          1          0          0          0  -700020.96875       1
109         1         0         1         1         0         0         0         0         0         0         0         0         0         0         1         0         1         0         0         0         0         1         0         1         0         0         0         0         0         1         1          0          0          0          0          0          0          0   -699655.4375       1
